Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
3951,Sibi,Chuprial,KPK,1058,10/05/2025,17/05/2025,7,34,Male,Pakistani,4,Leisure,Budget,49966,Flight,51971,32284,19908,154129,Spring,PKR
3952,Turbat,Aliabad,Gilgit-Baltistan,1642,20/09/2025,27/09/2025,7,37,Male,Pakistani,3,Family,Mid,203602,Flight,54331,46662,18669,323264,Autumn,PKR
3953,Usta Muhammad,Gupis Valley,Gilgit-Baltistan,1345,19/01/2025,28/01/2025,9,22,Female,Foreign,3,Leisure,Mid,260855,Flight,59887,47123,34877,402742,Winter,PKR
3954,Jafarabad,Bahawalpur,Punjab,392,29/05/2025,02/06/2025,4,25,Male,Pakistani,2,Family,Luxury,113240,Road (Car (Small)),19823,29728,13152,175943,Spring,PKR
3955,Swabi,Ushu Forest,KPK,197,05/06/2025,15/06/2025,10,34,Female,Pakistani,2,Leisure,Luxury,298840,Road (Hiace),20971,64500,64300,448611,Summer,PKR
3956,Daur,Swabi,KPK,1240,15/04/2025,20/04/2025,5,26,Male,Pakistani,1,Family,Mid,49575,Flight,16407,11960,5145,83087,Spring,PKR
3957,Hoper,Mailsi,Punjab,869,16/04/2025,18/04/2025,2,54,Male,Pakistani,4,Leisure,Mid,37708,Flight,48900,13000,6200,105808,Spring,PKR
3958,Kel,Gilgit,Gilgit-Baltistan,137,06/03/2026,12/03/2026,6,18,Male,Pakistani,6,Family,Budget,84708,Road (Car (SUV)),10854,41436,20556,157554,Spring,PKR
3959,Mailsi,Bahawalpur,Punjab,71,20/05/2025,24/05/2025,4,46,Male,Pakistani,6,Adventure,Budget,39876,Road (Car (Small)),3355,17640,15096,75967,Spring,PKR
3960,Kakepota,Kuz Gali,KPK,306,13/02/2026,23/02/2026,10,48,Female,Pakistani,1,Family,Budget,45240,Flight,3390,10250,5190,64070,Winter,PKR
3961,Haripur,Bhalwal,Punjab,213,28/11/2025,01/12/2025,3,44,Male,Foreign,5,Family,Mid,116643,Road (Car (SUV)),16476,21894,23332,178345,Autumn,PKR
3962,Daulatpur,Sheikhupura,Punjab,869,17/09/2025,22/09/2025,5,41,Female,Pakistani,1,Family,Mid,56600,Road (Car (SUV)),65291,9130,4070,135091,Autumn,PKR
3963,Akora Khattak,Sargodha,Punjab,285,23/04/2026,25/04/2026,2,18,Male,Pakistani,2,Leisure,Luxury,56988,Road (Hiace),31737,15996,7536,112257,Spring,PKR
3964,Mian Channu,Ghulkin Glacier,Gilgit-Baltistan,962,13/04/2025,20/04/2025,7,29,Male,Pakistani,5,Adventure,Luxury,596190,Flight,53297,139615,53585,842687,Spring,PKR
3965,Dhadar,Pakpattan,Punjab,718,30/09/2025,04/10/2025,4,62,Female,Pakistani,6,Business,Luxury,356052,Flight,55551,74256,65016,550875,Autumn,PKR
3966,Gulistan-e-Johar,Doraha,KPK,1390,25/02/2026,03/03/2026,6,46,Male,Pakistani,4,Leisure,Mid,100236,Road (Coaster),196005,47208,26688,370137,Winter,PKR
3967,Dargai,Chalt,Gilgit-Baltistan,327,26/09/2026,03/10/2026,7,64,Male,Pakistani,1,Leisure,Luxury,196413,Flight,4671,27986,13055,242125,Autumn,PKR
3968,Kabal,Basti Malik,Punjab,681,15/11/2025,20/11/2025,5,32,Male,Pakistani,6,Adventure,Mid,175245,Road (Coaster),96803,46920,20580,339548,Autumn,PKR
3969,Shakargarh,Lansdowne Bridge Sukkur,Sindh,812,17/05/2025,21/05/2025,4,57,Male,Pakistani,1,Adventure,Mid,41816,Flight,9136,9456,4956,65364,Spring,PKR
3970,Bagh,Prospect Point Ziarat,Balochistan,958,06/04/2025,08/04/2025,2,49,Female,Foreign,2,Leisure,Budget,8622,Flight,32103,7186,4442,52353,Spring,PKR
3971,Dera Ismail Khan,Bukkur Island,Sindh,506,10/07/2025,14/07/2025,4,59,Male,Pakistani,5,Business,Luxury,380196,Flight,30479,71900,61200,543775,Summer,PKR
3972,Rahim Yar Khan,Galyat,KPK,750,02/01/2026,11/01/2026,9,31,Female,Foreign,6,Adventure,Budget,161867,Flight,59810,64834,51491,338002,Winter,PKR
3973,Karor Lal Esan,Cape Monze,Sindh,893,05/07/2025,08/07/2025,3,37,Male,Pakistani,5,Leisure,Mid,93168,Flight,60990,34380,17475,206013,Summer,PKR
3974,Chuhar Jamali,Yazman,Punjab,650,03/09/2026,07/09/2026,4,28,Female,Pakistani,1,Business,Mid,26388,Road (Hiace),68388,5480,5084,105340,Autumn,PKR
3975,Matiari,Sher Qilla,Gilgit-Baltistan,1594,09/03/2025,19/03/2025,10,22,Male,Pakistani,6,Business,Mid,354390,Road (Car (SUV)),108836,156840,89820,709886,Spring,PKR
3976,Mehar,Swabi,KPK,1131,10/08/2026,20/08/2026,10,36,Male,Pakistani,6,Business,Mid,369060,Flight,92302,133620,96240,691222,Summer,PKR
3977,Jati,Wah Cantonment,Punjab,1270,24/03/2025,28/03/2025,4,62,Male,Pakistani,1,Business,Mid,44336,Flight,14321,7840,4800,71297,Spring,PKR
3978,Talagang,Sadh Belo Temple,Sindh,801,27/07/2025,30/07/2025,3,55,Male,Pakistani,2,Adventure,Mid,40308,Flight,22733,11856,8874,83771,Summer,PKR
3979,Kallar Kahar,Bubind,Gilgit-Baltistan,463,27/12/2025,05/01/2026,9,38,Male,Pakistani,6,Adventure,Luxury,692901,Flight,39641,197154,129816,1059512,Winter,PKR
3980,Timargara,Bagh,AJK,265,16/10/2026,24/10/2026,8,60,Male,Pakistani,5,Family,Mid,239400,Road (Hiace),25549,110080,57040,432069,Autumn,PKR
3981,Lodhran,Hasilpur,Punjab,115,06/08/2025,10/08/2025,4,54,Male,Pakistani,1,Adventure,Mid,29180,Road (Car (Small)),6493,6916,5200,47789,Summer,PKR
3982,Korangi,Manchar Lake,Sindh,191,30/09/2026,03/10/2026,3,50,Male,Pakistani,6,Business,Mid,89775,Road (Hiace),17243,26550,21600,155168,Autumn,PKR
3983,Hangu,Wah Cantonment,Punjab,166,09/02/2026,13/02/2026,4,58,Male,Pakistani,1,Family,Luxury,106280,Road (Coaster),26487,14972,8016,155755,Winter,PKR
3984,Sukkur,Tank,KPK,739,09/11/2025,14/11/2025,5,35,Male,Pakistani,3,Leisure,Mid,101990,Flight,25568,40695,21240,189493,Autumn,PKR
3985,Kamoke,Basti Malik,Punjab,500,30/01/2026,03/02/2026,4,65,Male,Pakistani,5,Business,Mid,99900,Flight,32898,30820,12060,175678,Winter,PKR
3986,Vihari,Salmanabad,Gilgit-Baltistan,753,05/12/2026,14/12/2026,9,51,Female,Pakistani,3,Leisure,Budget,63432,Flight,29330,23058,24057,139877,Winter,PKR
3987,Talagang,Kalam,KPK,351,25/09/2026,04/10/2026,9,63,Male,Pakistani,5,Adventure,Mid,256986,Flight,23487,81450,68805,430728,Autumn,PKR
3988,Jati,Mochi Kot,KPK,1482,13/03/2026,21/03/2026,8,44,Female,Pakistani,1,Family,Luxury,228768,Flight,19780,27600,21048,297196,Spring,PKR
3989,Barikot,Taunsa,Punjab,518,14/11/2026,16/11/2026,2,18,Female,Pakistani,4,Family,Budget,13656,Road (Car (SUV)),40012,7200,4776,65644,Autumn,PKR
3990,Bozdar,Kutton (Jagged),AJK,1187,29/04/2025,09/05/2025,10,27,Male,Pakistani,3,Business,Luxury,473940,Flight,41695,98520,54930,669085,Spring,PKR
3991,Nazir Town,Bhakkar,Punjab,344,03/02/2026,07/02/2026,4,45,Female,Pakistani,4,Leisure,Mid,89592,Road (Car (Small)),15465,24576,16720,146353,Winter,PKR
3992,Ziarat,Pakka Qila Hyderabad,Sindh,599,17/03/2025,19/03/2025,2,57,Female,Pakistani,3,Family,Budget,19684,Road (Car (SUV)),48618,7698,3978,79978,Spring,PKR
3993,Arang Kel,Rojhan,Punjab,1061,27/12/2025,31/12/2025,4,38,Male,Pakistani,4,Business,Mid,48896,Road (Coaster),150678,24976,18160,242710,Winter,PKR
3994,Killa Saifullah,Borith Lake,Gilgit-Baltistan,1052,14/08/2026,23/08/2026,9,30,Female,Pakistani,6,Family,Luxury,1041174,Flight,77256,268056,82566,1469052,Summer,PKR
3995,Chobara,Mashabrum,Gilgit-Baltistan,865,16/11/2025,23/11/2025,7,64,Male,Pakistani,3,Adventure,Mid,197638,Road (Car (Small)),47160,49770,19005,313573,Autumn,PKR
3996,Nawabshah,Hangu,KPK,1070,17/04/2026,22/04/2026,5,58,Male,Pakistani,3,Adventure,Luxury,234770,Flight,41838,63465,24120,364193,Spring,PKR
3997,Faisalabad,Ahmadpur East,Punjab,415,07/08/2026,12/08/2026,5,57,Male,Pakistani,4,Family,Mid,101990,Flight,19497,41300,13700,176487,Summer,PKR
3998,Matli,Kuz Gali,KPK,1376,04/09/2026,11/09/2026,7,19,Female,Pakistani,3,Adventure,Luxury,443744,Flight,45236,97251,53970,640201,Autumn,PKR
3999,Ahmadpur East,Sonmiani Beach,Sindh,852,17/04/2025,22/04/2025,5,34,Male,Foreign,5,Family,Mid,203748,Road (Hiace),95359,61275,48296,408678,Spring,PKR
4000,Pindi Bhattian,Ishkoman Valley,Gilgit-Baltistan,563,24/10/2026,29/10/2026,5,30,Male,Pakistani,5,Leisure,Mid,168900,Flight,30541,65875,33400,298716,Autumn,PKR
4001,Mamund,Basirpur,Punjab,671,24/08/2025,27/08/2025,3,18,Female,Pakistani,6,Business,Mid,101268,Flight,56579,32580,12636,203063,Summer,PKR
4002,Dheerkot,Timargara (Lower Dir),KPK,286,10/07/2025,19/07/2025,9,50,Male,Pakistani,4,Family,Mid,268110,Flight,13739,87660,39024,408533,Summer,PKR
4003,Ubauro,Abbottabad,KPK,1015,20/01/2026,30/01/2026,10,46,Female,Pakistani,4,Adventure,Mid,176600,Flight,44842,90920,44120,356482,Winter,PKR
4004,Rojhan,Chandragup Mud Volcano,Balochistan,586,15/06/2026,20/06/2026,5,41,Female,Pakistani,2,Business,Budget,27620,Road (Hiace),57120,10200,7200,102140,Summer,PKR
4005,Tank,Snow Lake (Hispar),Gilgit-Baltistan,730,28/07/2025,04/08/2025,7,29,Male,Pakistani,1,Leisure,Luxury,160209,Flight,10340,24346,19929,214824,Summer,PKR
4006,Taunsa,Mastuj,KPK,846,14/11/2026,23/11/2026,9,22,Male,Pakistani,1,Leisure,Budget,31761,Flight,10517,7614,7308,57200,Autumn,PKR
4007,Sinjhoro,Mandi Bahauddin,Punjab,1019,17/11/2025,19/11/2025,2,61,Female,Pakistani,4,Leisure,Luxury,117004,Road (Car (SUV)),67376,30888,14088,229356,Autumn,PKR
4008,Pasrur,Jiwani Beach,Balochistan,1595,12/12/2026,16/12/2026,4,52,Male,Pakistani,4,Leisure,Mid,57640,Flight,79500,38720,13504,189364,Winter,PKR
4009,Pithoro,Chappar Gali,KPK,1211,17/07/2025,27/07/2025,10,44,Female,Pakistani,2,Business,Budget,42680,Flight,27659,29900,12720,112959,Summer,PKR
4010,Haroonabad,Chishtian,Punjab,41,13/02/2026,17/02/2026,4,43,Male,Pakistani,6,Adventure,Luxury,180288,Road (Coaster),6604,76560,66888,330340,Winter,PKR
4011,Mirpur Khas,Kumrat Valley,KPK,1505,20/06/2026,30/06/2026,10,59,Male,Pakistani,5,Family,Luxury,896730,Flight,101720,182600,159750,1340800,Summer,PKR
4012,Larkana,Parachinar,KPK,898,17/02/2025,24/02/2025,7,53,Male,Pakistani,6,Leisure,Mid,256347,Flight,69734,90678,50316,467075,Winter,PKR
4013,Vehari,Dera Ismail Khan,KPK,336,07/11/2025,16/11/2025,9,35,Male,Pakistani,4,Adventure,Mid,163440,Road (Hiace),31753,81900,49140,326233,Autumn,PKR
4014,Mithi,Hazarganji Chiltan National Park,Balochistan,884,06/09/2026,11/09/2026,5,21,Male,Pakistani,4,Business,Budget,44600,Flight,43290,28040,16480,132410,Autumn,PKR
4015,Palandri,Khalti Lake,Gilgit-Baltistan,254,22/01/2025,30/01/2025,8,52,Female,Pakistani,2,Adventure,Budget,24528,Road (Coaster),40376,13024,11984,89912,Winter,PKR
4016,Mohmand,Kohat,KPK,110,23/05/2025,01/06/2025,9,58,Male,Pakistani,3,Business,Budget,98928,Road (Car (SUV)),8430,25650,12852,145860,Spring,PKR
4017,Yazman,Layyah,Punjab,323,29/07/2025,31/07/2025,2,38,Female,Pakistani,2,Adventure,Budget,6026,Road (Car (SUV)),26663,2988,1660,37337,Summer,PKR
4018,Dera Ismail Khan,Vehari,Punjab,325,24/07/2026,27/07/2026,3,51,Female,Foreign,1,Business,Mid,37809,Road (Car (SUV)),28552,6531,4238,77130,Summer,PKR
4019,Kundian,Ghoragali,KPK,265,05/11/2025,14/11/2025,9,45,Female,Pakistani,1,Family,Budget,45738,Road (Car (SUV)),23086,8064,7128,84016,Autumn,PKR
4020,Fort Abbas,Booni,KPK,861,02/04/2026,08/04/2026,6,62,Male,Foreign,6,Adventure,Budget,83734,Flight,70290,47512,30411,231947,Spring,PKR
4021,Muridke,Shakargarh,Punjab,120,28/09/2025,30/09/2025,2,51,Female,Foreign,6,Family,Luxury,185832,Road (Hiace),14195,36558,20671,257256,Autumn,PKR
4022,Basirpur,Kot Sultan,Punjab,300,26/10/2026,30/10/2026,4,21,Female,Pakistani,4,Business,Luxury,139008,Road (Car (Small)),13256,59248,20848,232360,Autumn,PKR
4023,Sharda,Basti Malik,Punjab,958,03/01/2025,06/01/2025,3,58,Male,Pakistani,2,Family,Mid,27381,Flight,24195,10164,8268,70008,Winter,PKR
4024,Gulistan,Chowk Azam,Punjab,646,06/04/2025,11/04/2025,5,64,Female,Foreign,3,Family,Luxury,223857,Road (Car (SUV)),64698,48033,33745,370333,Spring,PKR
4025,Qadirpur Ran,Bukkur Island,Sindh,424,23/11/2026,27/11/2026,4,21,Male,Pakistani,5,Business,Mid,129072,Flight,27566,43540,31600,231778,Autumn,PKR
4026,Pattan,Gilgit,Gilgit-Baltistan,216,03/05/2025,12/05/2025,9,27,Female,Foreign,1,Family,Mid,113050,Road (Hiace),25291,18195,10881,167417,Spring,PKR
4027,Bahrain,Upper Dir,KPK,67,06/04/2026,11/04/2026,5,63,Male,Pakistani,2,Leisure,Budget,15465,Road (Hiace),6847,8650,4570,35532,Spring,PKR
4028,Alpuri,Urak Valley,Balochistan,988,11/09/2025,16/09/2025,5,41,Male,Pakistani,4,Family,Mid,94330,Flight,51296,38660,30160,214446,Autumn,PKR
4029,Chaman,Khanewal,Punjab,648,28/12/2026,30/12/2026,2,49,Male,Foreign,4,Family,Mid,49125,Road (Car (Small)),40402,20284,12992,122803,Winter,PKR
4030,Dhadar,Birir Valley,KPK,1028,22/11/2026,28/11/2026,6,61,Female,Pakistani,1,Adventure,Budget,20964,Flight,11548,8076,3870,44458,Autumn,PKR
4031,Bin Qasim,Oshikhandass,Gilgit-Baltistan,1813,19/01/2025,29/01/2025,10,30,Female,Pakistani,2,Leisure,Mid,98820,Flight,39288,50860,35300,224268,Winter,PKR
4032,Matli,Khanaspur,KPK,1225,13/09/2025,18/09/2025,5,46,Female,Pakistani,1,Adventure,Luxury,170480,Flight,15659,14590,15635,216364,Autumn,PKR
4033,Ziarat,Biafo Glacier,Gilgit-Baltistan,1193,13/07/2026,23/07/2026,10,24,Female,Pakistani,5,Family,Mid,378870,Flight,79329,132950,63650,654799,Summer,PKR
4034,Nankana Sahib,Badgoi Pass,KPK,662,22/06/2026,30/06/2026,8,20,Female,Pakistani,2,Adventure,Luxury,317424,Road (Car (Small)),33607,70752,30896,452679,Summer,PKR
4035,Mohan,Astore Valley,Gilgit-Baltistan,464,01/03/2026,10/03/2026,9,30,Male,Foreign,2,Leisure,Luxury,253799,Flight,11826,80811,54852,401288,Spring,PKR
4036,Phander,Raiwind,Punjab,778,20/09/2025,25/09/2025,5,35,Male,Pakistani,1,Leisure,Mid,33350,Flight,10275,6215,3540,53380,Autumn,PKR
4037,Shabqadar,Salmanabad,Gilgit-Baltistan,482,27/11/2025,03/12/2025,6,39,Male,Pakistani,1,Leisure,Luxury,141132,Flight,6078,29712,15072,191994,Autumn,PKR
4038,Basti Malik,Karak,KPK,604,15/05/2025,20/05/2025,5,28,Female,Foreign,4,Adventure,Mid,177019,Flight,34762,54074,22996,288851,Spring,PKR
4039,Darosh,Chappar Gali,KPK,276,14/11/2026,24/11/2026,10,27,Male,Pakistani,1,Business,Budget,32770,Road (Car (SUV)),21855,11950,5960,72535,Autumn,PKR
4040,Takht-i-Bahi,Takht-i-Bahi,KPK,33,26/03/2026,04/04/2026,9,26,Male,Pakistani,4,Leisure,Mid,219042,Flight,1515,74268,43812,338637,Spring,PKR
4041,Sanghar,Khan Bela,Punjab,628,16/10/2026,20/10/2026,4,46,Male,Foreign,1,Family,Mid,36316,Road (Coaster),125415,6732,6006,174469,Autumn,PKR
4042,Malakand,Fort Abbas,Punjab,778,12/06/2025,17/06/2025,5,57,Male,Pakistani,1,Family,Mid,37905,Flight,9078,7990,6930,61903,Summer,PKR
4043,Ghanche,Dunyapur,Punjab,735,29/03/2025,31/03/2025,2,18,Male,Pakistani,4,Family,Mid,27828,Road (Car (SUV)),50158,16448,9040,103474,Spring,PKR
4044,Bhimber,Sonmiani Beach,Sindh,1262,27/11/2026,02/12/2026,5,65,Male,Pakistani,2,Adventure,Mid,65025,Flight,29357,24550,8900,127832,Autumn,PKR
4045,Chunian,Quaid-e-Azam Mausoleum,Sindh,1053,27/10/2026,31/10/2026,4,36,Male,Pakistani,6,Business,Mid,111876,Flight,71880,47496,41616,272868,Autumn,PKR
4046,Kalat,Minapin,Gilgit-Baltistan,1491,07/09/2026,17/09/2026,10,29,Male,Pakistani,4,Family,Luxury,489680,Flight,84280,186640,85520,846120,Autumn,PKR
4047,Pishin,Gandhara,KPK,745,15/08/2026,24/08/2026,9,65,Male,Pakistani,1,Family,Budget,44406,Road (Car (SUV)),58438,11151,6399,120394,Summer,PKR
4048,Kallar Kahar,Dinga,Punjab,110,31/01/2025,03/02/2025,3,52,Female,Pakistani,4,Leisure,Mid,44688,Road (Car (Small)),5838,20544,8136,79206,Winter,PKR
4049,Basirpur,Mianwali,Punjab,349,10/01/2026,12/01/2026,2,45,Female,Pakistani,1,Adventure,Luxury,42738,Road (Car (Small)),17715,5100,3098,68651,Winter,PKR
4050,Buner,Arang Kel,AJK,148,23/10/2025,01/11/2025,9,36,Male,Pakistani,6,Adventure,Mid,256608,Flight,12450,136296,57240,462594,Autumn,PKR
4051,Karor Lal Esan,Chitral,KPK,658,16/05/2025,26/05/2025,10,21,Male,Pakistani,2,Adventure,Budget,32840,Flight,17290,27060,9600,86790,Spring,PKR
4052,Kot Radha Kishan,Prospect Point Ziarat,Balochistan,684,06/11/2026,11/11/2026,5,44,Male,Pakistani,4,Adventure,Budget,38990,Road (Hiace),68785,28020,11720,147515,Autumn,PKR
4053,Ladha,Chuprial,KPK,469,14/05/2026,20/05/2026,6,44,Female,Pakistani,3,Leisure,Mid,160188,Road (Coaster),77480,30744,27540,295952,Spring,PKR
4054,Khanpur,Malakwal,Punjab,607,11/03/2025,15/03/2025,4,57,Male,Pakistani,5,Business,Luxury,327312,Flight,38381,61460,38340,465493,Spring,PKR
4055,Arif Wala,Paradise Point,Sindh,1190,10/02/2025,14/02/2025,4,41,Male,Pakistani,3,Business,Mid,94136,Flight,50582,22056,18120,184894,Winter,PKR
4056,Besham,Sillanwali,Punjab,373,16/07/2026,19/07/2026,3,46,Female,Pakistani,5,Family,Budget,33912,Road (Hiace),39711,14205,8115,95943,Summer,PKR
4057,Kotri,Hazarganji Chiltan National Park,Balochistan,686,09/11/2026,11/11/2026,2,28,Female,Pakistani,4,Adventure,Mid,37352,Flight,32745,20536,13024,103657,Autumn,PKR
4058,Bahawalpur,Astore Valley,Gilgit-Baltistan,798,09/04/2026,14/04/2026,5,54,Male,Pakistani,2,Business,Budget,23760,Flight,18602,12800,8940,64102,Spring,PKR
4059,Gulistan-e-Johar,Hussaini Suspension Bridge,Gilgit-Baltistan,1745,17/06/2026,25/06/2026,8,30,Female,Pakistani,4,Business,Luxury,565440,Flight,86093,116000,83616,851149,Summer,PKR
4060,Ghalanai,Dera Ghazi Khan,Punjab,567,14/01/2025,18/01/2025,4,56,Female,Pakistani,1,Family,Budget,13900,Road (Car (Small)),29274,2956,1544,47674,Winter,PKR
4061,Sargodha,Timargara (Lower Dir),KPK,340,20/10/2025,25/10/2025,5,58,Female,Foreign,3,Business,Budget,44310,Road (Hiace),37978,25000,7806,115094,Autumn,PKR
4062,Dalbandin,Dera Ismail Khan,KPK,782,14/03/2025,21/03/2025,7,58,Male,Pakistani,2,Adventure,Mid,103999,Flight,20883,30394,21420,176696,Spring,PKR
4063,Hasilpur,Jalalpur,Punjab,444,01/01/2026,04/01/2026,3,22,Male,Pakistani,4,Business,Luxury,140238,Flight,23155,41988,24372,229753,Winter,PKR
4064,Hub,Oshikhandass,Gilgit-Baltistan,1804,06/07/2026,13/07/2026,7,34,Male,Pakistani,4,Leisure,Mid,203056,Flight,96065,57064,28952,385137,Summer,PKR
4065,Ghizer,Nambal Lake,AJK,298,14/06/2025,22/06/2025,8,45,Male,Pakistani,5,Business,Mid,231504,Road (Coaster),49760,66240,62920,410424,Summer,PKR
4066,Leiah,Mingora,KPK,517,25/06/2026,30/06/2026,5,52,Female,Pakistani,5,Family,Mid,161160,Flight,36179,63375,40825,301539,Summer,PKR
4067,Islamabad,Khunjerab Pass,Gilgit-Baltistan,491,08/06/2026,17/06/2026,9,23,Male,Foreign,4,Leisure,Mid,227162,Road (Coaster),84782,70421,38500,420865,Summer,PKR
4068,Shorkot,Ormara Viewpoint,Balochistan,1192,06/06/2026,11/06/2026,5,38,Male,Pakistani,4,Business,Luxury,331430,Flight,64709,50940,44240,491319,Summer,PKR
4069,Sakrand,Upper Dir,KPK,1379,04/06/2026,13/06/2026,9,60,Male,Pakistani,5,Business,Luxury,844884,Flight,86043,168660,153090,1252677,Summer,PKR
4070,Shorkot,Sangla Hill,Punjab,160,26/11/2025,28/11/2025,2,45,Male,Pakistani,4,Family,Budget,8688,Road (Coaster),25017,7616,3968,45289,Autumn,PKR
4071,Lasbela,Chakwal,Punjab,1022,12/01/2026,14/01/2026,2,26,Male,Pakistani,2,Leisure,Budget,5334,Flight,22825,3440,2012,33611,Winter,PKR
4072,Ratodero,Gahkuch,Gilgit-Baltistan,1459,10/02/2025,18/02/2025,8,43,Female,Pakistani,6,Business,Mid,231504,Flight,104909,87792,50112,474317,Winter,PKR
4073,Lasbela,Toba Tek Singh,Punjab,874,19/08/2025,22/08/2025,3,32,Female,Pakistani,3,Adventure,Mid,53574,Flight,37105,18639,8028,117346,Summer,PKR
4074,Chowk Azam,Mamu Kanjan,Punjab,73,09/01/2025,12/01/2025,3,43,Male,Pakistani,3,Adventure,Budget,19500,Road (Car (Small)),3405,9531,5913,38349,Winter,PKR
4075,Washuk,Musk Deer National Park,KPK,1307,10/02/2025,15/02/2025,5,19,Male,Pakistani,6,Family,Mid,224325,Flight,99038,50520,38310,412193,Winter,PKR
4076,Dera Bugti,Rohillanwali,Punjab,364,12/11/2025,16/11/2025,4,62,Female,Foreign,5,Leisure,Mid,101029,Road (Coaster),60524,51058,25951,238562,Autumn,PKR
4077,Diplo,Pasni Fish Harbor,Balochistan,906,29/12/2025,01/01/2026,3,21,Female,Pakistani,2,Adventure,Luxury,65445,Flight,22547,19440,10872,118304,Winter,PKR
4078,Sharaqpur,Timargara (Lower Dir),KPK,595,30/08/2026,04/09/2026,5,47,Male,Foreign,4,Leisure,Mid,114506,Road (Car (SUV)),43096,39310,31377,228289,Summer,PKR
4079,Wana,Khan Bela,Punjab,443,29/04/2025,01/05/2025,2,46,Male,Foreign,3,Business,Mid,48932,Road (Coaster),77560,10047,6362,142901,Spring,PKR
4080,Gujranwala,Madyan,KPK,464,08/04/2025,14/04/2025,6,26,Male,Pakistani,1,Business,Luxury,176484,Road (Car (SUV)),37240,23502,16350,253576,Spring,PKR
4081,Wazirabad,Babusar Top,Gilgit-Baltistan,375,15/08/2025,25/08/2025,10,46,Male,Pakistani,3,Leisure,Mid,251920,Road (Car (SUV)),26936,70080,45330,394266,Summer,PKR
4082,Kundian,Dudipatsar Lake,KPK,507,01/04/2026,07/04/2026,6,51,Male,Pakistani,2,Business,Mid,89448,Road (Hiace),54673,28152,12240,184513,Spring,PKR
4083,Sheikhupura,Pakka Qila Hyderabad,Sindh,916,05/11/2026,07/11/2026,2,56,Female,Pakistani,1,Business,Luxury,58806,Flight,12863,5528,4116,81313,Autumn,PKR
4084,Bhag,Dunyapur,Punjab,434,27/03/2025,29/03/2025,2,54,Male,Pakistani,3,Family,Budget,14484,Flight,17167,5376,2586,39613,Spring,PKR
4085,Shahrig,Jhawarian,Punjab,581,01/06/2025,05/06/2025,4,22,Male,Pakistani,1,Adventure,Mid,45828,Road (Car (Small)),32928,6748,2404,87908,Summer,PKR
4086,Mohan,Leepa Valley,AJK,201,15/05/2025,22/05/2025,7,22,Male,Pakistani,1,Leisure,Budget,36519,Road (Car (SUV)),17449,9072,4977,68017,Spring,PKR
4087,Panjgur,Bhalwal,Punjab,1153,18/11/2025,23/11/2025,5,37,Male,Pakistani,6,Business,Mid,176565,Road (Car (SUV)),76085,51870,29760,334280,Autumn,PKR
4088,Athmuqam,Gandogar,KPK,217,18/10/2025,25/10/2025,7,24,Male,Pakistani,1,Business,Luxury,241794,Road (Car (SUV)),18165,33873,13573,307405,Autumn,PKR
4089,Kel,Kuz Gali,KPK,120,03/02/2025,12/02/2025,9,47,Male,Pakistani,3,Family,Budget,71712,Road (Car (SUV)),9434,30834,21276,133256,Winter,PKR
4090,Dhadar,Khan Bela,Punjab,423,26/03/2025,30/03/2025,4,47,Male,Pakistani,2,Leisure,Mid,39828,Flight,9731,9784,5120,64463,Spring,PKR
4091,Multan,Peshawar,KPK,541,05/02/2026,13/02/2026,8,26,Male,Pakistani,2,Business,Mid,99792,Road (Hiace),53500,29152,20336,202780,Winter,PKR
4092,Mansehra,Nowshera,KPK,153,11/05/2025,17/05/2025,6,39,Male,Pakistani,2,Business,Mid,70386,Road (Car (SUV)),11088,23784,20676,125934,Spring,PKR
4093,Rawalpindi,Spin Karez,Balochistan,678,20/09/2025,25/09/2025,5,45,Female,Pakistani,1,Adventure,Mid,67520,Flight,9508,10345,7785,95158,Autumn,PKR
4094,Bela,Talash,KPK,1238,05/03/2025,11/03/2025,6,31,Female,Pakistani,1,Leisure,Luxury,155772,Flight,14334,17280,12390,199776,Spring,PKR
4095,Hafizabad,Mirpur,AJK,137,21/08/2026,26/08/2026,5,52,Male,Pakistani,5,Adventure,Luxury,350160,Flight,9195,111850,73175,544380,Summer,PKR
4096,Haripur,Spin Karez,Balochistan,814,18/01/2026,23/01/2026,5,38,Female,Foreign,3,Adventure,Budget,48397,Flight,35197,30160,12565,126319,Winter,PKR
4097,Akora Khattak,Hafizabad,Punjab,347,16/11/2025,20/11/2025,4,27,Female,Pakistani,4,Family,Mid,53664,Flight,16787,29072,13040,112563,Autumn,PKR
4098,Tank,Makhdumpur,Punjab,312,17/09/2026,21/09/2026,4,35,Male,Pakistani,2,Leisure,Mid,25900,Flight,7883,14616,7704,56103,Autumn,PKR
4099,Yazman,Swat Valley,KPK,1046,15/07/2026,24/07/2026,9,46,Male,Foreign,3,Adventure,Mid,282532,Flight,49194,59226,44836,435788,Summer,PKR
4100,Kot Sultan,Omar Gol,KPK,610,27/08/2026,03/09/2026,7,33,Female,Pakistani,6,Adventure,Mid,297780,Road (Hiace),56544,82698,36498,473520,Summer,PKR
